age,monthly_income,debt_ratio,credit_utilization,transaction_count_30d,avg_transaction_amount,employment_type,education_level,region,device_type,last_payment_delay_days,internal_score_v2,target
19.9,18739.8,0.61,0.911,57,130.26,self_employed,high_school,urban,tablet,14.1,387.2,1
41.5,64329.97,0.307,0.67,36,58.61,unemployed,high_school,urban,mobile,0.79,547.4,0
33.5,44544.4,0.228,0.58,44,35.71,full_time,master,rural,mobile,1.07,619.0,0
42.0,77352.4,0.191,0.067,42,148.48,full_time,bachelor,suburban,mobile,0.93,724.7,0
35.9,36516.01,0.71,0.907,72,134.22,full_time,bachelor,suburban,desktop,1.86,444.4,1
47.5,34638.23,0.32,0.079,47,64.99,full_time,bachelor,urban,mobile,0.41,630.6,0
45.8,46845.0,0.583,0.399,35,116.88,full_time,master,urban,desktop,0.8,529.7,0
44.1,105988.65,0.519,0.145,56,96.7,contract,bachelor,urban,desktop,1.18,610.2,0
41.7,40649.59,0.379,0.197,46,83.95,full_time,bachelor,rural,desktop,0.19,593.4,0
45.2,62590.6,0.233,0.455,45,78.75,full_time,high_school,urban,mobile,2.59,598.9,0
46.9,34543.65,0.274,0.394,54,85.78,full_time,bachelor,suburban,mobile,1.06,598.3,0
42.4,32193.01,0.358,0.195,39,67.12,full_time,bachelor,urban,mobile,1.8,664.6,0
38.4,39185.2,0.356,0.143,30,51.37,self_employed,bachelor,rural,mobile,0.54,636.4,0
51.6,62312.17,0.515,0.731,44,119.22,full_time,master,urban,mobile,9.22,445.8,0
41.9,45140.41,0.431,0.277,46,124.46,unemployed,high_school,suburban,desktop,6.79,590.9,0
46.2,20616.13,0.163,0.525,44,66.33,full_time,bachelor,urban,mobile,0.38,568.3,0
61.2,47977.27,0.203,0.572,39,61.12,full_time,high_school,suburban,mobile,0.02,596.7,0
37.3,90342.84,0.111,0.39,30,61.89,full_time,master,rural,mobile,1.72,620.7,0
42.9,49347.23,0.434,0.729,68,152.5,full_time,high_school,rural,mobile,18.53,478.8,1
46.5,29331.29,0.478,0.402,32,125.94,unemployed,phd,rural,mobile,0.11,559.2,0
41.5,26208.99,0.383,0.167,53,86.48,full_time,bachelor,urban,mobile,11.25,565.9,0
28.8,128489.93,0.392,0.287,37,40.67,self_employed,bachelor,rural,desktop,0.44,602.2,0
52.0,67567.6,0.455,0.468,43,40.87,full_time,bachelor,urban,mobile,0.0,580.3,0
28.3,70916.36,0.226,0.625,42,44.74,unemployed,master,rural,tablet,1.31,608.2,0
64.4,44943.98,0.412,0.439,39,127.64,full_time,master,rural,mobile,2.16,590.8,0
28.9,38007.38,0.536,0.167,30,60.22,full_time,high_school,rural,mobile,0.58,599.9,0
51.5,78219.54,0.419,0.526,36,53.44,unemployed,bachelor,urban,tablet,1.94,561.8,0
48.6,94173.66,0.288,0.069,30,37.36,full_time,bachelor,rural,mobile,1.83,637.2,0
52.5,22252.49,0.319,0.324,40,114.82,full_time,high_school,rural,mobile,0.32,613.7,0
44.7,39933.08,0.147,0.31,44,69.7,self_employed,master,suburban,desktop,0.49,647.7,0
42.4,55475.54,0.344,0.467,36,123.09,full_time,master,urban,desktop,5.56,563.6,0
24.9,25253.35,0.339,0.633,46,97.27,full_time,master,urban,desktop,0.74,550.5,0
33.3,24368.72,0.371,0.669,51,127.57,full_time,bachelor,urban,mobile,0.86,560.2,0
34.6,54546.15,0.367,0.409,43,118.06,unemployed,bachelor,suburban,mobile,0.14,554.1,0
45.2,41612.0,0.673,0.447,41,22.37,full_time,high_school,suburban,mobile,9.85,478.3,0
30.6,40206.94,0.475,0.368,43,73.63,full_time,master,suburban,desktop,2.19,589.3,0
53.8,50409.78,0.228,0.411,42,101.58,unemployed,high_school,suburban,mobile,2.09,646.6,0
56.6,61911.7,0.369,0.436,31,89.48,full_time,bachelor,urban,mobile,3.65,614.8,1
41.9,38849.23,0.327,0.403,39,123.01,self_employed,bachelor,urban,mobile,0.76,604.2,0
49.4,44296.35,0.282,0.696,31,67.57,self_employed,high_school,rural,mobile,4.15,497.2,1
34.0,42035.36,0.411,0.546,42,98.77,contract,high_school,urban,desktop,0.74,539.5,0
44.2,46287.32,0.405,1.0,63,160.06,contract,bachelor,urban,mobile,15.71,453.5,1
24.6,38553.37,0.476,0.281,42,68.83,full_time,high_school,urban,mobile,0.37,597.9,0
57.6,37817.35,0.461,0.414,36,49.19,self_employed,master,suburban,tablet,1.12,616.3,0
48.7,21206.48,0.273,0.27,36,129.43,self_employed,bachelor,urban,mobile,0.31,663.7,0
51.3,54151.58,0.238,0.181,48,112.38,self_employed,bachelor,suburban,mobile,2.93,627.4,0
36.8,22259.09,0.266,0.516,43,130.91,contract,bachelor,urban,mobile,2.06,579.7,0
44.1,26295.2,0.378,0.374,45,92.01,full_time,master,suburban,mobile,1.23,577.6,0
42.6,51920.96,0.388,0.465,35,64.51,self_employed,high_school,urban,tablet,0.62,589.0,0
29.7,26536.0,0.316,0.201,40,96.44,full_time,bachelor,urban,mobile,2.54,652.3,0
51.7,32151.1,0.425,0.076,53,115.91,unemployed,high_school,urban,desktop,0.43,641.9,0
49.6,97315.15,0.287,0.299,42,120.31,full_time,high_school,urban,mobile,0.06,654.0,0
42.4,21310.08,0.243,0.362,44,136.74,full_time,high_school,suburban,mobile,5.62,585.9,0
38.7,13448.8,0.519,1.0,61,134.17,self_employed,high_school,suburban,mobile,5.31,392.2,1
63.5,29025.52,0.354,0.489,41,71.12,full_time,high_school,urban,desktop,0.83,578.7,0
54.5,36374.61,0.386,0.553,37,105.63,full_time,high_school,urban,desktop,2.1,514.3,0
28.3,46509.73,0.211,0.335,53,100.31,full_time,bachelor,suburban,mobile,0.63,615.7,0
32.6,22599.93,0.124,0.345,49,70.29,contract,high_school,urban,mobile,0.71,619.8,0
29.1,107248.49,0.185,0.351,34,79.85,full_time,high_school,suburban,desktop,1.03,641.0,0
58.9,62554.35,0.363,0.45,43,57.1,full_time,high_school,urban,desktop,0.78,556.1,0
34.3,37754.39,0.361,0.624,52,114.52,full_time,bachelor,urban,mobile,2.82,548.1,0
40.0,48548.26,0.141,0.34,45,83.39,full_time,master,urban,mobile,1.5,647.4,0
29.2,51454.65,0.211,0.401,51,84.5,self_employed,bachelor,urban,desktop,0.4,619.0,1
24.1,40688.09,0.399,0.25,36,95.99,unemployed,high_school,urban,desktop,1.95,552.0,0
38.3,20130.14,0.418,0.438,26,50.79,full_time,high_school,urban,mobile,5.98,536.7,0
35.1,14867.24,0.727,0.901,56,76.33,self_employed,master,suburban,desktop,25.01,340.2,1
41.2,20479.12,0.321,0.379,39,86.94,contract,high_school,urban,mobile,1.02,593.6,0
40.1,29185.32,0.296,0.563,37,74.98,full_time,high_school,suburban,mobile,3.25,553.3,0
32.3,24007.13,0.369,0.31,47,65.53,full_time,master,suburban,mobile,2.42,596.6,0
53.5,15506.15,0.0,0.335,46,156.7,contract,bachelor,rural,mobile,0.38,677.6,0
55.4,47303.12,0.361,0.523,42,97.65,self_employed,bachelor,rural,mobile,6.11,587.7,0
39.2,16985.26,0.756,0.935,81,124.77,full_time,bachelor,urban,mobile,3.88,375.7,0
48.4,21055.06,0.59,0.362,33,90.84,self_employed,bachelor,urban,desktop,1.35,574.4,0
50.5,34630.05,0.533,0.29,43,102.25,full_time,high_school,rural,mobile,4.38,585.9,0
61.0,21702.98,0.531,0.449,47,137.06,contract,master,urban,tablet,1.25,556.9,0
45.4,36796.89,0.301,0.368,46,86.62,full_time,phd,rural,desktop,0.43,602.5,0
42.6,37139.01,0.098,0.444,47,126.36,self_employed,master,urban,mobile,2.58,634.5,0
56.3,35635.87,0.319,0.453,40,103.88,full_time,bachelor,urban,desktop,0.88,608.8,0
61.7,37796.6,0.126,0.286,55,54.72,contract,bachelor,urban,mobile,1.55,636.0,0
57.0,41457.87,0.428,0.339,41,10.0,self_employed,master,urban,mobile,0.47,564.8,0
35.4,39211.65,0.416,0.559,39,91.74,full_time,high_school,suburban,mobile,0.79,559.6,0
45.4,38440.92,0.347,0.129,44,44.1,contract,bachelor,rural,mobile,2.31,588.1,0
47.6,33101.52,0.119,0.774,43,29.08,full_time,bachelor,urban,desktop,2.45,564.4,0
54.9,98335.04,0.574,0.438,47,64.47,unemployed,phd,urban,tablet,0.75,552.7,0
34.1,71037.52,0.0,0.364,39,103.99,unemployed,master,rural,mobile,0.86,654.0,0
39.2,40555.0,0.273,0.436,38,56.36,unemployed,bachelor,suburban,mobile,2.04,599.4,0
35.4,30177.81,0.004,0.669,40,82.02,full_time,bachelor,urban,mobile,0.12,623.8,0
40.8,86636.28,0.147,0.451,43,50.65,self_employed,master,suburban,desktop,0.41,591.8,0
47.8,20732.07,0.384,0.182,38,84.36,full_time,bachelor,rural,mobile,0.08,650.1,0
51.8,31852.82,0.253,0.502,39,90.2,self_employed,bachelor,suburban,mobile,0.91,613.3,0
59.1,88454.69,0.21,0.297,39,115.14,full_time,high_school,urban,mobile,1.24,639.2,1
36.0,57799.84,0.452,0.422,52,98.51,full_time,high_school,urban,desktop,6.1,551.7,0
51.4,24131.32,0.348,0.4,39,12.5,full_time,bachelor,suburban,desktop,0.93,607.9,0
18.0,21138.03,0.626,0.724,57,130.68,unemployed,high_school,suburban,mobile,17.62,439.2,1
31.4,28368.95,0.271,0.559,45,67.18,full_time,bachelor,urban,mobile,0.2,580.8,0
41.0,33586.39,0.708,0.068,56,112.54,full_time,master,urban,mobile,2.45,616.0,0
36.8,24631.08,0.161,0.453,40,105.57,full_time,phd,suburban,desktop,1.24,618.9,0
57.3,37934.83,0.285,0.449,36,79.66,self_employed,bachelor,suburban,mobile,1.13,609.4,1
47.0,47878.41,0.199,0.61,45,118.72,full_time,bachelor,urban,mobile,1.29,565.1,0
28.4,56001.58,0.443,0.492,37,134.53,self_employed,bachelor,urban,mobile,0.65,579.3,0
51.3,27334.23,0.357,0.423,52,82.01,full_time,master,urban,tablet,2.47,584.5,0
30.0,25999.05,0.581,0.799,77,94.51,full_time,bachelor,urban,desktop,2.58,487.9,1
55.0,17048.51,0.204,0.117,49,81.52,full_time,bachelor,urban,desktop,0.09,655.1,0
24.3,23986.1,0.36,0.396,38,77.51,full_time,high_school,urban,mobile,0.29,565.1,0
53.1,34398.8,0.471,0.2,44,66.97,full_time,high_school,urban,mobile,4.66,555.3,0
68.5,25886.07,0.472,0.375,43,96.81,full_time,high_school,suburban,desktop,1.73,573.7,0
68.8,58951.25,0.581,0.267,47,58.63,full_time,bachelor,suburban,mobile,2.09,548.0,0
63.3,35058.31,0.607,0.492,28,52.62,unemployed,master,urban,desktop,1.68,510.3,0
51.1,67343.49,0.329,0.682,42,55.26,contract,bachelor,urban,tablet,2.89,530.4,0
67.1,41010.86,0.6,0.473,49,81.5,full_time,high_school,urban,mobile,3.6,522.4,1
37.2,96197.6,0.257,0.408,35,133.24,full_time,bachelor,suburban,tablet,0.53,623.2,1
69.8,65860.74,0.021,0.438,42,93.28,full_time,high_school,urban,mobile,6.61,621.5,0
60.0,46510.43,0.442,0.35,42,151.06,full_time,high_school,urban,mobile,1.48,575.1,0
43.7,27707.4,0.502,0.391,30,107.11,full_time,master,urban,mobile,8.26,559.0,0
44.3,49872.29,0.262,0.227,22,111.35,contract,bachelor,suburban,mobile,0.53,633.8,0
32.4,53906.45,0.375,0.191,52,125.86,full_time,phd,suburban,mobile,1.21,577.8,0
29.0,67407.58,0.309,0.314,54,58.35,full_time,bachelor,suburban,mobile,2.78,588.1,0
57.6,29471.32,0.391,0.275,45,162.66,full_time,master,urban,mobile,1.89,592.8,0
42.9,43160.5,0.26,0.819,47,119.98,unemployed,master,urban,mobile,0.78,541.6,0
25.6,30850.47,0.519,0.113,47,175.85,full_time,high_school,suburban,desktop,5.48,608.2,0
75.0,40654.08,0.34,0.606,42,94.55,contract,high_school,suburban,mobile,3.63,516.9,0
32.5,49092.05,0.597,0.328,45,91.59,full_time,high_school,rural,mobile,1.65,567.6,0
39.6,53181.41,0.095,0.41,47,135.86,full_time,bachelor,suburban,desktop,1.19,659.5,0
35.6,19818.53,0.214,0.359,42,27.75,self_employed,master,rural,mobile,0.1,652.6,0
36.0,33190.19,0.289,0.338,43,106.78,contract,phd,urban,tablet,2.83,618.0,0
48.3,32236.05,0.405,0.43,39,91.27,contract,high_school,suburban,mobile,0.28,559.1,1
36.9,40528.04,0.26,0.394,32,76.05,full_time,master,suburban,mobile,1.97,607.7,0
43.7,41568.83,0.361,0.436,47,125.44,self_employed,high_school,urban,desktop,0.04,597.3,0
47.7,41394.62,0.244,0.529,41,73.03,full_time,bachelor,suburban,mobile,0.53,556.5,0
59.5,69010.24,0.33,0.591,44,38.4,full_time,bachelor,suburban,desktop,1.97,551.8,0
20.1,71360.03,0.328,0.458,37,107.11,full_time,master,suburban,desktop,0.16,639.8,0
52.3,36982.47,0.261,0.508,34,138.06,unemployed,bachelor,urban,desktop,0.09,569.7,0
47.4,47245.04,0.318,0.275,41,55.96,self_employed,bachelor,urban,tablet,0.4,628.2,0
44.0,38448.17,0.391,0.603,38,33.86,full_time,master,urban,desktop,0.08,544.6,0
42.2,14564.76,0.294,0.352,31,97.61,unemployed,bachelor,urban,mobile,4.85,598.0,0
48.2,56924.96,0.428,0.534,45,102.47,full_time,bachelor,urban,mobile,3.56,585.9,0
50.1,43280.46,0.384,0.197,37,99.89,contract,high_school,rural,desktop,0.77,599.6,0
52.4,34640.83,0.676,0.108,32,103.45,self_employed,bachelor,urban,desktop,2.5,519.9,0
44.6,62281.77,0.035,0.19,54,58.09,full_time,phd,urban,mobile,2.7,689.4,0
36.0,62761.55,0.28,0.044,38,110.22,full_time,bachelor,urban,mobile,4.15,674.8,0
60.0,39011.28,0.329,0.441,42,114.54,full_time,bachelor,suburban,tablet,1.64,565.0,0
48.4,24738.54,0.322,0.289,31,95.43,full_time,high_school,suburban,desktop,0.07,622.6,1
48.9,72612.57,0.4,0.39,39,35.63,full_time,high_school,urban,mobile,2.96,596.1,0
45.1,58578.56,0.211,0.43,52,113.06,full_time,bachelor,rural,mobile,2.53,622.5,0
36.9,56486.05,0.289,0.366,44,94.24,self_employed,master,suburban,desktop,3.01,596.8,0
34.2,95105.75,0.358,0.511,40,103.19,full_time,high_school,suburban,mobile,3.55,521.9,0
75.0,31063.46,0.259,0.223,40,64.63,self_employed,high_school,rural,tablet,1.82,649.7,0
56.5,53248.91,0.455,0.572,58,124.99,self_employed,bachelor,urban,mobile,0.35,550.3,0
18.0,21604.21,0.53,0.98,77,92.07,self_employed,bachelor,suburban,tablet,21.71,415.3,1
46.1,40712.36,0.248,0.086,37,70.33,full_time,master,rural,tablet,2.26,693.5,0
25.3,33939.91,0.225,0.261,35,68.84,full_time,bachelor,urban,mobile,0.23,594.4,0
49.5,75431.62,0.238,0.671,40,151.77,full_time,bachelor,rural,desktop,0.34,635.5,0
38.3,44010.6,0.191,0.653,34,35.04,full_time,bachelor,rural,mobile,7.84,587.4,0
41.2,11097.1,0.637,1.0,55,181.68,contract,master,suburban,mobile,4.92,436.3,0
46.8,27780.46,0.172,0.25,42,102.67,full_time,high_school,suburban,desktop,0.05,626.7,0
55.0,57263.67,0.518,0.268,40,70.52,full_time,high_school,urban,mobile,4.27,545.7,0
21.5,47528.56,0.245,0.113,42,79.73,full_time,bachelor,urban,desktop,0.86,649.0,0
72.0,40793.67,0.428,0.211,43,69.17,contract,bachelor,suburban,desktop,3.74,610.3,1
61.9,52094.26,0.538,0.0,29,106.14,full_time,high_school,suburban,mobile,3.3,595.1,0
75.0,102366.18,0.318,0.701,44,31.92,full_time,bachelor,urban,mobile,3.59,508.1,0
27.4,47348.66,0.223,0.536,47,121.76,contract,high_school,urban,desktop,1.27,617.5,0
56.6,76161.85,0.356,0.317,46,73.21,full_time,high_school,urban,desktop,2.24,581.7,0
29.8,47022.55,0.155,0.493,36,117.99,full_time,bachelor,rural,mobile,2.81,596.6,0
37.4,55332.67,0.013,0.383,48,143.04,full_time,bachelor,rural,desktop,3.37,652.5,0
49.0,39208.03,0.532,0.144,46,114.44,full_time,bachelor,urban,mobile,0.61,618.0,0
35.0,32794.44,0.328,0.529,40,113.74,full_time,high_school,rural,mobile,0.05,580.8,0
41.4,41794.44,0.315,0.229,40,115.14,full_time,bachelor,rural,mobile,0.57,623.2,0
23.8,42786.89,0.362,0.371,34,79.71,full_time,master,urban,mobile,1.08,576.8,0
41.5,31465.8,0.231,0.411,41,78.87,unemployed,bachelor,suburban,mobile,1.42,610.0,0
28.5,24158.39,0.315,0.359,51,99.73,contract,bachelor,urban,desktop,0.79,580.0,0
62.3,12425.31,0.336,0.068,42,116.12,full_time,high_school,rural,mobile,2.07,641.3,1
46.7,99188.69,0.194,0.476,50,64.81,full_time,bachelor,rural,desktop,1.71,603.9,0
45.6,56417.08,0.607,0.615,40,98.04,self_employed,master,rural,mobile,2.27,467.8,0
38.2,13917.92,0.362,0.0,48,89.4,self_employed,master,urban,desktop,1.74,652.6,0
36.0,36593.22,0.528,0.258,53,55.38,self_employed,phd,suburban,mobile,1.77,563.1,0
48.6,33143.02,0.552,0.569,52,90.94,full_time,bachelor,suburban,mobile,0.13,526.2,0
47.4,35985.36,0.0,0.384,32,49.59,self_employed,bachelor,urban,desktop,0.7,647.0,0
39.0,54871.53,0.382,0.283,46,65.76,self_employed,high_school,urban,mobile,1.09,625.3,0
45.5,28004.37,0.112,0.003,27,66.34,self_employed,bachelor,urban,mobile,6.62,714.0,0
52.0,42583.81,0.319,0.431,41,161.9,contract,bachelor,urban,mobile,2.25,605.6,0
24.0,15612.32,0.505,0.372,38,63.64,unemployed,master,urban,desktop,0.94,555.0,0
50.3,20253.94,0.262,0.462,46,89.33,full_time,phd,rural,desktop,0.3,619.3,0
75.0,24657.21,1.0,0.882,73,192.32,contract,high_school,suburban,mobile,6.72,397.6,1
54.1,62513.05,0.352,0.207,61,105.82,self_employed,high_school,urban,desktop,0.98,637.1,0
47.6,30048.93,0.357,0.32,45,78.97,full_time,master,urban,tablet,2.93,599.6,1
53.0,48210.34,0.066,0.436,39,49.88,self_employed,master,urban,mobile,4.01,616.5,0
48.1,42117.36,0.289,0.342,43,176.82,full_time,bachelor,suburban,mobile,2.5,595.7,0
24.3,30925.15,0.214,0.079,50,69.21,full_time,bachelor,urban,mobile,1.18,660.3,0
42.2,28349.68,0.424,0.647,33,129.12,full_time,bachelor,urban,mobile,0.05,548.4,0
40.3,75445.18,0.401,0.539,49,117.95,full_time,high_school,suburban,mobile,1.84,565.1,0
35.5,17663.0,0.51,0.607,56,101.63,unemployed,bachelor,urban,desktop,22.83,431.9,1
45.5,33164.11,0.099,0.553,55,39.6,self_employed,high_school,urban,desktop,0.39,614.9,0
44.8,36513.23,0.187,0.429,41,74.83,contract,high_school,suburban,mobile,0.27,633.6,0
35.7,55233.35,0.254,0.185,45,10.0,full_time,high_school,urban,desktop,2.76,616.0,0
45.1,44522.22,0.017,0.304,39,64.2,full_time,phd,suburban,desktop,1.15,724.1,0
53.5,41476.72,0.247,0.23,34,94.68,full_time,high_school,rural,tablet,0.72,597.2,0
52.0,82524.83,0.21,0.223,42,121.54,full_time,bachelor,urban,mobile,0.84,634.1,0
62.6,42777.48,0.226,0.602,44,66.03,contract,bachelor,urban,mobile,1.05,589.6,0
54.4,39331.7,0.135,0.032,43,115.3,full_time,high_school,urban,desktop,0.69,698.4,0
47.0,54393.66,0.152,0.64,48,85.62,contract,bachelor,urban,mobile,0.31,582.9,0
50.8,50716.27,0.257,0.756,45,132.53,full_time,high_school,urban,mobile,1.23,593.1,0
48.7,12609.53,0.514,0.79,65,102.49,unemployed,high_school,rural,mobile,0.09,520.3,1
24.5,26557.64,0.519,0.414,49,50.45,full_time,bachelor,urban,desktop,1.7,544.4,0
48.0,21386.77,0.285,0.146,48,106.07,full_time,bachelor,urban,mobile,4.19,617.5,0
53.9,33625.62,0.325,0.315,46,117.95,self_employed,master,suburban,mobile,1.4,627.2,0
53.2,47507.85,0.197,0.153,54,108.2,unemployed,master,suburban,mobile,4.59,627.0,0
56.9,41341.9,0.255,0.347,41,114.1,full_time,master,rural,desktop,1.56,623.4,0
62.1,60702.68,0.426,0.272,56,126.81,self_employed,bachelor,rural,mobile,0.14,616.3,0
51.0,60397.33,0.367,0.312,49,103.29,contract,bachelor,urban,mobile,0.19,584.1,0
37.6,53672.73,0.487,0.62,52,101.79,full_time,high_school,suburban,mobile,1.39,548.0,0
52.5,45154.07,0.293,0.61,40,60.25,unemployed,bachelor,urban,mobile,1.74,559.2,0
40.1,40821.1,0.171,0.423,26,59.74,full_time,bachelor,urban,mobile,0.2,631.9,0
46.3,30345.42,0.268,0.338,40,118.86,contract,phd,suburban,mobile,1.0,629.2,0
52.1,26164.11,0.318,0.412,46,21.92,full_time,bachelor,suburban,desktop,4.72,549.6,0
49.6,36254.12,0.14,0.187,46,84.84,self_employed,high_school,suburban,desktop,2.91,649.9,0
44.3,60627.46,0.25,0.214,41,113.7,self_employed,master,suburban,desktop,1.27,663.6,0
46.5,45975.75,0.229,0.212,35,62.37,self_employed,high_school,rural,mobile,0.09,616.0,0
38.6,26552.95,0.228,0.47,53,50.74,full_time,bachelor,suburban,desktop,3.12,612.2,0
39.6,96403.5,0.357,0.534,26,148.21,full_time,master,urban,mobile,0.12,581.0,0
65.5,54728.68,0.464,0.097,28,57.28,self_employed,master,rural,mobile,1.47,643.8,0
55.6,56082.54,0.225,0.507,35,60.11,full_time,bachelor,urban,mobile,0.35,625.4,0
55.3,18849.81,0.315,0.378,32,65.15,full_time,high_school,urban,mobile,0.15,609.1,0
41.3,98846.77,0.258,0.235,47,32.18,full_time,master,suburban,desktop,2.36,613.9,0
36.2,40695.42,0.18,0.455,40,114.06,self_employed,high_school,urban,mobile,2.8,633.6,0
45.4,27099.15,0.343,0.584,49,86.72,full_time,bachelor,rural,desktop,0.13,581.8,0
54.1,72979.48,0.257,0.303,50,92.0,self_employed,bachelor,urban,mobile,4.31,661.4,0
29.8,37270.91,0.2,0.469,37,65.3,full_time,high_school,suburban,mobile,0.24,628.9,0
57.9,54793.29,0.001,0.383,41,72.4,full_time,bachelor,urban,desktop,3.21,630.4,0
58.9,40444.3,0.432,0.509,58,108.87,self_employed,master,urban,mobile,0.34,549.7,0
32.6,40385.4,0.119,0.619,32,49.9,contract,bachelor,suburban,desktop,6.43,558.1,0
49.5,68471.51,0.491,0.62,29,91.45,full_time,master,suburban,mobile,2.93,530.4,0
37.8,50613.93,0.18,0.36,44,126.84,full_time,master,suburban,tablet,1.96,618.0,0
52.0,9000.14,0.693,0.778,61,101.37,self_employed,bachelor,urban,mobile,8.67,435.4,1
30.2,20954.33,0.429,0.535,44,76.53,full_time,phd,urban,desktop,0.34,585.0,0
38.9,16979.48,0.289,0.136,34,72.92,contract,high_school,urban,desktop,1.39,647.1,0
34.0,40102.9,0.385,0.599,34,100.13,full_time,bachelor,urban,mobile,4.08,569.2,0
25.3,17878.49,0.343,0.535,43,136.56,full_time,phd,rural,desktop,1.7,608.5,0
31.3,37326.79,0.464,0.249,41,90.98,self_employed,bachelor,rural,tablet,0.27,565.9,0
34.6,78005.5,0.233,0.656,44,154.01,full_time,bachelor,suburban,mobile,5.08,608.9,0
61.9,27656.78,0.126,0.282,39,73.6,unemployed,high_school,rural,mobile,0.47,612.7,0
68.5,44414.75,0.042,0.286,46,126.0,self_employed,phd,urban,mobile,0.9,652.2,0
41.5,97389.34,0.477,0.344,50,10.9,unemployed,high_school,suburban,desktop,5.99,551.9,0
52.8,69167.69,0.279,0.222,34,118.97,self_employed,bachelor,urban,mobile,0.32,652.5,0
37.7,50248.28,0.467,0.579,41,50.35,self_employed,high_school,rural,desktop,0.45,512.1,0
56.3,69509.2,0.215,0.487,34,132.11,self_employed,master,urban,mobile,2.64,586.3,0
35.8,23055.59,0.189,0.4,45,127.38,full_time,master,suburban,tablet,0.51,634.1,0
29.3,84403.27,0.394,0.625,42,45.05,self_employed,bachelor,urban,mobile,7.06,512.4,0
40.1,46352.7,0.378,0.421,38,54.98,full_time,bachelor,urban,desktop,3.94,593.6,0
50.0,48383.82,0.0,0.337,49,91.67,full_time,bachelor,urban,mobile,6.9,617.8,0
53.5,54017.28,0.47,0.45,47,85.29,full_time,high_school,suburban,mobile,13.37,529.8,0
58.8,37563.2,0.324,0.109,46,109.49,self_employed,high_school,urban,mobile,2.84,617.5,0
44.9,23996.57,0.422,0.009,46,10.0,full_time,master,urban,mobile,2.99,658.4,0
57.0,33473.47,0.49,0.194,27,126.96,unemployed,bachelor,rural,desktop,7.53,560.5,0
49.3,90477.88,0.302,0.347,42,101.2,unemployed,bachelor,rural,mobile,0.71,630.7,0
43.8,56067.21,0.03,0.387,35,92.61,full_time,high_school,suburban,mobile,0.56,646.1,0
52.8,19590.96,0.263,0.105,39,109.14,full_time,bachelor,rural,mobile,3.38,674.8,0
43.9,36350.22,0.774,0.629,60,147.65,self_employed,high_school,urban,desktop,20.65,411.3,1
35.7,47965.68,0.597,0.13,48,150.39,contract,master,rural,mobile,3.91,587.3,0
26.0,18675.09,0.423,0.277,37,59.71,full_time,high_school,urban,mobile,6.77,574.8,0
41.2,18542.63,0.362,0.501,44,118.33,full_time,high_school,rural,mobile,5.21,563.6,0
44.8,32393.41,0.343,0.559,45,110.99,unemployed,bachelor,rural,mobile,0.33,595.3,0
